beer.id,beer.name,beer.abv,beer.style,beer.brewerid
71816,Ragutiene,9.5,Baltic Porter,12520
71817,Saxon Sons Pilsner,5.4,German Pilsener,26520
71818,Dark Munro,4,English Dark Mild Ale,16324
71819,Red Tape Lager,5,Munich Dunkel Lager,26520
71820,Hoponius Union,6.7,Dortmunder / Export Lager,26520
71821,Eliminator IPA,,American IPA,17271
71822,Doggery Brown Ale,,American Brown Ale,17271
71823,Export Lager,5.3,Dortmunder / Export Lager,345
71824,Birra Venezia Rossa Doppio Malto,6.4,Doppelbock,26572
71825,Loakal Red With Cedar,6.9,American Amber / Red Ale,16866
71826,Kolsch,4.7,Kölsch,24671
71827,Evil Twin Biscotti Break,7.5,American Porter,24300
71828,Magnifico,3.4,Belgian Pale Ale,18371
71829,Little Dog Dark,3.5,English Dark Mild Ale,173
71830,Amalgamated IPA,,English India Pale Ale (IPA),17293
71831,Silver Creek E.S.Black,,Extra Special / Strong Bitter (ESB),4833
71832,Whopper Hopper Wheat,,American Pale Wheat Ale,1319
71833,Bartlett Brown,,American Brown Ale,94
71834,High Ground Xtra Pale,5,American Pale Ale (APA),11269
71835,Pale Horse Export Stout,6,Foreign / Export Stout,19915
71836,Ball And Chain,,Tripel,12959
71837,Pre-Bourbonic,11.67,American Wild Ale,2391
71838,Melanie IPA,,American IPA,11747
71839,Stella Single Hop IPA,5,American IPA,11611
71840,Kronan The Bourbarian,9.2,Baltic Porter,16353
71841,Flat Tail Kitchen Sink Ale,,American Wild Ale,22194
71842,Mango Sasquatch,,Fruit / Vegetable Beer,16873
71843,Dubbel Trubbel,8,Dubbel,1321
71844,Evil Twin Istedgade Hipster Ale,5.5,American Pale Ale (APA),24300
71845,Danger Ale,6,American Pale Ale (APA),25567
71846,Thunder Canyon Doble Diablo - Raisins & Blackberries,,Dubbel,2084
71847,Thunder Canyon Little Red Ryeding Hood IPA,7,American IPA,2084
71849,Jose Garces Victory House Brew,,Hefeweizen,345
71850,Young's Light Ale,3.2,English Pale Ale,664
71851,Chocolate Weisse,5.4,Dunkelweizen,6045
71852,Kannigedda IPA,7.2,American IPA,632
71853,Bürgerbräu Bamberg Export,5.4,Dortmunder / Export Lager,2222
71854,Three Flowers,6.5,American IPA,812
71855,Tripel Du Chene,9.5,Tripel,22065
71856,Tripel,10.4,Tripel,22065
71857,Wonky Eye,9.5,Quadrupel (Quad),335
71858,Loving Cup Maple Porter,5.48,American Porter,23109
71859,Double Stout,,American Double / Imperial Stout,1162
71860,RyePA,,Rye Beer,1162
71861,Hanso Stout,6.8,American Stout,23109
71862,John Durgin Ale,,American Pale Ale (APA),10097
71863,Franklin Land Trust Preservation Ale,,English India Pale Ale (IPA),33
71864,Double Black IPA,9.5,American Black Ale,4707
71865,East Bay IPA,7.8,American Double / Imperial IPA,19890
71866,Clara,4,Saison / Farmhouse Ale,22511
71867,Batch 5000 (Porter),,American Porter,1549
71868,BIA IPA,6.5,American IPA,16041
71869,Eye Patch Ale,6.2,American IPA,26516
71870,Drafty Kilt Scotch Ale,7.2,Scottish Ale,26516
71871,2000 Not Out,8,Belgian Strong Pale Ale,1321
71872,Troubadour Speciale,5.7,Belgian Pale Ale,195
71873,Banks's Mild,3.5,English Dark Mild Ale,6695
71874,Redrye,,Rye Beer,16094
71875,Rainy Season Black Ale,6,American Black Ale,3599
71876,GSB (Guelph Special Bitter),6.5,Extra Special / Strong Bitter (ESB),618
71877,Single Hop Experience - Delta,5.4,American Pale Ale (APA),632
71878,364 IPA,7.5,American IPA,862
71879,Jake's Back Bitter,3.7,English Bitter,632
71880,Hogwash,4.5,Smoked Beer,1432
71881,Gold Miner,4.8,English Bitter,26376
71882,Dirty Bird,6.5,Doppelbock,25370
71883,Cuvee Three,7,Saison / Farmhouse Ale,24925
71884,Pale Ale,,American Pale Ale (APA),23642
71885,Versa,5,Hefeweizen,13029
71886,Velebitsko Tamno Pivo,6,Munich Dunkel Lager,18229
71887,Le Cerf-Volant,9,Belgian Strong Dark Ale,14916
71888,Great Lakes Bright Star,,American Brown Ale,9408
71889,Great Lakes Mild Brown,,English Pale Mild Ale,9408
71890,Red Dread,8.7,American Amber / Red Ale,7406
71891,Lemaire's Belgian Dubbel,8.8,Dubbel,3749
71892,Great Lakes YYZ Lager,,American Pale Lager,9408
71893,London Calling IPA,5.9,English India Pale Ale (IPA),986
71894,Sophia,3.6,Berliner Weissbier,18189
71895,Old Leghumper - Coffee,6.7,American Porter,12516
71896,Le Serpent Cerise,,Flanders Oud Bruin,179
71897,Belgian IPA,,Belgian IPA,23081
71898,Farm To Market Ale,,Extra Special / Strong Bitter (ESB),1394
71899,Thunder Stout,,American Stout,2137
71900,Grand-Tronc,5,English Pale Ale,9996
71901,Agave Blonde,4.4,American Blonde Ale,4632
71902,Flat Tail Corvalier Weisse,,American Wild Ale,22194
71903,Port Barrel Aged Censored,,American Strong Ale,220
71904,Overkill,9,American Double / Imperial IPA,603
71905,Throwback Hog Happy Hefeweizen,4.9,Hefeweizen,24690
71906,Cherry Witicus,,Witbier,18823
71907,Throwback Dippity-Do American Brown,5.7,American Brown Ale,24690
71908,Throwback Campfire Smoked Porter,6.4,American Porter,24690
71909,Throwback Maple-Kissed Wheat Porter,5.8,American Dark Wheat Ale,24690
71910,Samerican Brown Ale,,American Brown Ale,16504
71911,Throwback Fat Alberta Imperial Stout,9.5,American Double / Imperial Stout,24690
71913,Throwback Hopstruck IPA,6.4,American IPA,24690
71914,William Mucklow's Dark Mild,6.1,English Dark Mild Ale,21721
71915,All Seeing (Eye) PA,8.8,American Double / Imperial IPA,10284
71916,Unicorn Killer,7.8,Saison / Farmhouse Ale,24428
71917,Founders Mister E Froot,7.4,Fruit / Vegetable Beer,1199
71918,Mojo,10,American Barleywine,24828
71919,Lips Of Faith - Kick,8.5,Fruit / Vegetable Beer,192
71920,Samuel Adams Sample B - Maple Pecan Porter,,American Porter,35
71921,Honey Blond,5.1,American Blonde Ale,24828
71922,Mother Lode Lager,,Euro Strong Lager,2972
71923,Amsterdam/Great Lakes The Devil Shaker,6.5,American IPA,769
71924,Wildfire Wheat,4.3,American Pale Wheat Ale,4632
71925,Flashpoint American IPA,,American IPA,4632
71926,Great Lakes Curry Please!,,Herbed / Spiced Beer,9408
71927,Brush Fire Belgian-style Pale Ale,6.8,Belgian Pale Ale,4632
71928,Oak-Aged Shockwave Scottish Ale,7.9,Scottish Ale,4632
71929,Passionfruit Wildfire Wheat,5,American Pale Wheat Ale,4632
71930,Simcoe,5.2,American Pale Ale (APA),22511
71931,Hoppin Honey Wit,,Witbier,6045
71932,Drifter,9,American Brown Ale,12375
71933,Bert's Disqualified Imperial Stout,8.6,American Double / Imperial Stout,23694
71934,Frute #2,7.2,American Wild Ale,651
71935,Nouvelle Moisson (2010-2011),6.2,English Pale Ale,17233
71936,Bitter Sweet Symphony,7.8,Belgian IPA,2796
71937,Pride Of Geauga Maple Porter,7.6,American Porter,22656
71938,'t Gaverhopke / Tired Hands Bitter Sweet Symphony,7.8,Belgian IPA,2796
71939,Brilliant Brewnette,8.4,Belgian Strong Dark Ale,211
71940,BeeJezus Botanical Ale,7.1,Herbed / Spiced Beer,211
71941,Smuttynose Oak Aged Belgian Stout,8.3,Belgian Strong Dark Ale,141
71942,Oak Aged Kripple Kriek,,Flanders Red Ale,1548
71943,Sour Puss,3.5,American Wild Ale,1548
71944,Kujukuri Ocean Beer - Weizen,5.5,Berliner Weissbier,3941
71945,Seventh Seal,10.2,Quadrupel (Quad),3185
71947,Samuel Adams 13th Hour Stout,9,Belgian Strong Dark Ale,35
71948,Brooklyn Cuvee De Craig,8.7,Belgian Strong Dark Ale,45
71949,Saison Various,7.5,Saison / Farmhouse Ale,10097
71950,Harpoon Potiron,5.5,Belgian Dark Ale,10097
71951,Double-Dry Belgian Imperial IPA,8.5,Belgian IPA,3599
71952,Evil Twin Katz Pis,6.5,American IPA,24300
71953,Rapture,6.7,American Wild Ale,392
71954,Romeo,8,Belgian Strong Pale Ale,392
71955,New Clairvaux Petit Syrah Barrel-Aged Saison,8,Saison / Farmhouse Ale,140
71956,Oak Creek Snakecharmer IPA,6.5,American IPA,4326
71957,Allagash Thing 1,5,Belgian Pale Ale,4
71958,Allagash Thing 2,7,Belgian Dark Ale,4
71959,Great Lakes Canucklehead,,American Pale Ale (APA),9408
71960,Allagash Kinison,7,American Wild Ale,4
71961,Smorter,,American Porter,22886
71962,Stillwater Barrel-Aged Autumnal,7.2,Saison / Farmhouse Ale,22150
71963,Stillwater Red Wine Barrel-Aged Cellar Door,6.6,Saison / Farmhouse Ale,22150
71964,De Molen Geboren & Getogen,4,Smoked Beer,11031
71965,Evil Twin Ale 404,6.66,American Pale Ale (APA),24300
71966,Czech Pilsner,5,Czech Pilsener,8
71967,American Nitro Stout,7,American Stout,21876
71968,Black Hop Rising,5.6,American Black Ale,140
71969,Tröegs Perpetual IPA,7.5,American IPA,694
71970,BeerBrugna,6.2,Fruit / Vegetable Beer,23251
71971,20th Anniversary American IPA,6.5,American IPA,3073
71972,Great Lakes Banana Rama,,Fruit / Vegetable Beer,9408
71973,Gulden Draak Quad,11.3,Quadrupel (Quad),48
71974,Brett The Hitman Hart,,Saison / Farmhouse Ale,1548
71975,Orange Kush (Shush),4.5,Fruit / Vegetable Beer,19890
71976,Lambickx,6.75,Gueuze,22399
71978,Kieler Bier,4.8,Keller Bier / Zwickel Bier,3069
71979,Kieler Sommer Bier,4.8,Keller Bier / Zwickel Bier,3069
71980,Hop Project #56,,American IPA,9020
71981,Shreddin’ Wheat,5.5,American Pale Wheat Ale,16354
71982,Purple Dragon,7.7,Herbed / Spiced Beer,1398
71983,Briny Deep Porter,5.4,American Porter,1784
71984,Great Lakes Jaegerbomb,4,Herbed / Spiced Beer,9408
71985,Toasted Coconut Wit,5,American Pale Wheat Ale,14598
71986,Great Lakes Amsterdam Devil Shaker,,American IPA,9408
71987,Emelisse Imperial Russian Stout - Jack Daniels Barrel Aged,11,Russian Imperial Stout,11890
71988,White Birch Apprentice Series Deviant Monk Oak Aged Ale,10,Belgian Strong Dark Ale,20417
71989,White Birch Colonial Ale,6.5,American Brown Ale,20417
71990,Oude Bruin,,Flanders Oud Bruin,7302
71991,Saison On Brett,7.62,Saison / Farmhouse Ale,7302
71992,Tuff Session Ale,,American Amber / Red Ale,25428
71993,Easy Rider On Brett,,Belgian Pale Ale,7302
71995,Beech St. Wheat,5.1,American Pale Wheat Ale,22928
71996,"IPA With Black Lemon, Coriander And Pink Peppercorns",,American IPA,20680
71997,Stoke Dark,4.5,English Porter,23412
71998,Stoke Amber,4.5,American Amber / Red Ale,23412
71999,Apricot Lager,,Fruit / Vegetable Beer,1644
72000,Au Brasseur Blanche,,Witbier,9060
72001,Yulewine,11,American Barleywine,19476
72002,Stephanie’s Cherry Raspberry Wit,4.1,Witbier,211
72003,Barefoot Wit,,Witbier,9899
72004,Independence Ale,,Cream Ale,936
72005,Six Degrees Belgian Golden Ale Cask With Cardamom And Lemongrass,6,Belgian Strong Pale Ale,850
72007,Saisonnaire,4,Saison / Farmhouse Ale,14
72008,Able I.P.A.,7,Belgian IPA,14
72009,Honey Badger,10,Lambic - Unblended,14
72011,Darth Vernal Dunkelweizen,5.2,Dunkelweizen,22886
72012,Atom Smasher Wee Heavy,8.6,Scotch Ale / Wee Heavy,22886
72013,New River Pale Ale,6,American Pale Ale (APA),25818
72014,Cervesa Limon,4,American Pale Lager,18968
72015,Vormann Malzbier,1.5,Low Alcohol Beer,7628
72016,Blueberry Lager,5.3,Fruit / Vegetable Beer,22157
72017,Pater (brewed For Brouwerij De Lelie),6,Belgian Dark Ale,552
72018,Christoffel Double Hopped,6,Euro Pale Lager,553
72020,Hqt,5.7,Herbed / Spiced Beer,735
72021,Melon Head,5.2,Kölsch,8203
72022,Hoppy Hoosier IPA,6,American IPA,21442
72023,Black Forest Firefly Pale Tail Ale,5.3,American Pale Ale (APA),2669
72024,Calavera American Pale Ale,5.4,American Pale Ale (APA),24371
72025,Summer Ale,4.5,Hefeweizen,211
72026,Red Dawn,5.2,Irish Red Ale,16410
72027,Cocoa Porter,,American Porter,461
72028,Chocolate Orange Porter,,American Stout,461
72029,Mango Habanero IPA,7,American IPA,267
72030,Tiny Tim,,Wheatwine,461
72031,Barefoot Wit,,Witbier,6263
72032,Graham Cracker Porter,,American Porter,26620
72033,Mariachi Dry,6,Herbed / Spiced Beer,569
72034,Kaffir Lime Wheat,,American Pale Wheat Ale,26620
72035,Stormy Summer Stout,,American Stout,26620
72036,Rye 25 Pale Ale,,Rye Beer,26620
72037,Confluence Pale Ale,,American Pale Ale (APA),26620
72038,Gear Up IPA,,American IPA,26620
72039,Brains Black,4.1,English Stout,801
72040,The Benz,5.2,English Dark Mild Ale,25955
72041,O.T.T. (Old Tongham Tasty),6,English Strong Ale,2076
72042,Magic IPA,7,English India Pale Ale (IPA),5171
72043,Knot Head Alt,5.6,Altbier,24453
72044,Kieler Schwarzbier,4.8,Schwarzbier,3069
72045,Hansens Schwarzbier,5.2,Schwarzbier,7338
72046,Hansens Pilsner,5,German Pilsener,7338
72047,Flying Magic Zebras,6,Black & Tan,21872
72048,Wild Cat Ice,,American Malt Liquor,1422
72049,Progusta,6.8,American IPA,24542
72050,Darkon,5.4,Schwarzbier,24542
72051,Arnulfus 1809,5.5,Belgian Pale Ale,512
72052,Firestone Private Label Bavarian Hefeweizen,4.8,Hefeweizen,2210
72053,Yanjing Black,4.3,Euro Dark Lager,713
72054,Firestone Private Label Amber Ale,5,American Amber / Red Ale,2210
72055,AleSmith Speedway Stout - Brewer's Blend,12,American Double / Imperial Stout,396
72056,Bio Blanche,,Witbier,815
72057,Nugget Extra Pale,,American Pale Ale (APA),4980
72058,2x4,8,American Strong Ale,16094
72059,"Honey, I Can Explain",7,Braggot,1659
72060,The Dream,5.9,Belgian Pale Ale,1549
72061,Domus Aurea,6,American IPA,24623
72062,Cloudy Summer,4.4,Kölsch,26607
72063,St-Ambroise Pumpkin,5,Pumpkin Ale,194
72064,Ginger Beer,3.5,Herbed / Spiced Beer,2554
72065,Mulligan Wheat,4.34,American Pale Wheat Ale,25962
72066,Cork County Irish Stout,4.33,Irish Dry Stout,25962
72067,Heavy Kevy,6.8,Scotch Ale / Wee Heavy,18254
72068,Brandy Barrel Aged Barleywine,11,American Barleywine,2447
72069,Dumb Blonde,4.9,American Pale Ale (APA),2447
72070,Down & Out Stout,5.1,American Stout,2447
72071,Big Vic,8,American Pale Wheat Ale,1464
72072,Midland Trail Colorado Pale Ale,6,American Pale Ale (APA),20330
72073,Roggenbier,,Roggenbier,787
72074,Weisenheimer Wheat,,American Pale Wheat Ale,6372
72075,La Schwortz,5.8,English Stout,26632
72076,508 Belgian Strong Ale,8.4,Belgian Strong Dark Ale,25860
72077,Streamliner IPA,6.3,American IPA,2792
72078,Brutus,7.9,American Strong Ale,2792
72079,Continuum,4.7,Witbier,2792
72080,XX,4.8,English Pale Mild Ale,2792
72081,Na'ale Stoutbeer,4.5,Milk / Sweet Stout,16236
72082,Entry Point,5,Kölsch,18566
72083,Agnes Irish Red,,Irish Red Ale,24804
72084,Lanbei Pineapple Taste,,Fruit / Vegetable Beer,16236
72085,Calypso IPA,,American IPA,24411
72086,Bières Et Plaisirs Weizen,5.5,Hefeweizen,2248
72087,Wasatch Little Slammers Classic Lager,4,American Pale Lager,136
72089,Karousel Kolsch,5.2,Kölsch,24412
72090,Squatters Big Cottonwood,5.75,American Amber / Red Ale,136
72093,Lanbei Lychee Taste,,Fruit / Vegetable Beer,16236
72094,Thrillseeker IPA,7,American IPA,25959
72095,Black HOPs,6.7,American Black Ale,22470
72096,"Pinglehead, Hungarian Oak Aged",7.8,American Amber / Red Ale,22470
72097,Ginseng Lager,5.6,Herbed / Spiced Beer,3196
72098,American Wit,4,Witbier,3196
72099,Mons Snowflake,3.1,American Adjunct Lager,15437
72100,Civil Disobedience #1,7,Saison / Farmhouse Ale,22511
72101,Single Brew Stout,5.1,English Stout,23480
72102,Murray's Heart Of Darkness Oak Aged,9.6,American Double / Imperial Stout,12897
72103,Scream Time Action Beer,4.5,Cream Ale,26617
72104,Kuhnhenn Dunkel Weiss,5.5,Dunkelweizen,2097
72105,Premium Light,,American Adjunct Lager,920
72107,German Chocolate Cake,,American Stout,10549
72108,Wheat Freak,,American Pale Wheat Ale,24428
72109,Armada Reserve,7.8,American Brown Ale,13804
72110,Bruno,5,English Pale Ale,23476
72111,Bierland Vienna,5.4,Vienna Lager,10506
72112,Perigosa Imperial IPA,9.2,American Double / Imperial IPA,25832
72113,Glen's Best Bitter,,English Bitter,14400
72114,Black Ale,8.2,English Stout,954
72115,Bröderna Andersson's Brutal Oak Edition,16.1,American Double / Imperial Stout,24215
72116,Terrapin Reunion Beer 2011,7.6,American Brown Ale,2372
72117,Kooinda Black IPA - Full Nelson,7,American Black Ale,19555
72118,Bourbon Barrel Coffee Night Train,6.7,American Porter,16386
72119,Black IPA,,American Black Ale,25238
72120,Small Patch Pumpkin Harvest Ale,5,Pumpkin Ale,156
72121,Conquistador De Muerte Porto,8,Milk / Sweet Stout,26
72122,Red Ale,,American Amber / Red Ale,25683
72123,Ronaldo,10,Milk / Sweet Stout,26
72124,Tangerine IPA,7,American IPA,17157
72125,Highlands Hefeweizen,,Hefeweizen,20268
72126,Blue Palms 3rd Anniversary Sour,,American Wild Ale,16866
72127,Rosemary's Baby,6.6,American IPA,700
72128,Lokal,5,Munich Helles Lager,25393
72129,Arcobräu Non-Alcoholic Pale Weiss,0.05,Hefeweizen,5709
72130,Prominent,8.2,Belgian Strong Pale Ale,11710
72131,C4 Red Ale,7.5,American Amber / Red Ale,456
72132,Sorachi Samurai,5.3,American Pale Ale (APA),1135
72133,Beer With Grain,5.5,American Pale Ale (APA),1471
72134,Blueberry Honey Biscuit Monkey,6,American Pale Ale (APA),1471
72135,East India Marine Society IPA,6,English India Pale Ale (IPA),9343
72136,Green Bullet Pale Ale,5,American Pale Ale (APA),3196
72137,Wachusett Imperial Pumpkin Ale,8,Pumpkin Ale,20
72138,Stone 15th Anniversary Escondidian Imperial Black IPA,10.8,American Black Ale,147
72139,Imperial Porter,6.75,American Porter,23675
72140,Bum Rush,9.2,American Barleywine,1445
72141,25th Anniversary Sour (Bourbon Barrel Aged),8,American Wild Ale,632
72142,Oil Can Stout,,American Stout,24153
72143,Evil Twin Wet Dream,6,American Brown Ale,24300
72144,Swell Pale Ale,4.9,American Pale Ale (APA),26616
72145,Re: Session Wheat,5.1,American Pale Wheat Ale,23672
72146,Her Majesty 2011,8,Saison / Farmhouse Ale,23246
72147,Bacon Beer With Rosemary,,Fruit / Vegetable Beer,211
72148,IPA,5.1,American IPA,26615
72149,Men'n Skurrts,7,Scotch Ale / Wee Heavy,2845
72150,Arboga Mörk Lager,5.7,Euro Dark Lager,13882
72151,Wiener,,Vienna Lager,16842
72152,Maple Porter,,American Porter,7216
72153,Short's Controversi-ALE,6,American IPA,9629
72154,Stralsunder Störtebeker 1402 3.5%,3.5,German Pilsener,12511
72155,La Bourbon Blanche,5,Witbier,11873
72156,La Bourbon Rousse,5,American Amber / Red Ale,11873
72157,Gold,4.3,English Bitter,23648
72158,Cherry Stave,6.2,Lambic - Fruit,910
72159,Old Sodbury Mild,3.9,English Dark Mild Ale,15194
72160,Doppelbock Dunkel,7.8,Doppelbock,5887
72161,Buck Wild Ale,5,American Blonde Ale,3795
72162,Mother's Milk Stout,5.6,Milk / Sweet Stout,1170
72163,Wolverine Dark,5,Euro Dark Lager,24808
72164,Boubon Barrel Aged Bread Winner,5.7,Bock,24808
72165,Extra Special Bitter,6,Extra Special / Strong Bitter (ESB),24836
72166,Fosca Stout,5.8,Oatmeal Stout,26624
72167,The Live Bait Amber Ale,6,American Amber / Red Ale,26458
72168,The Redeye Irish Red Ale,5.5,Irish Red Ale,26458
72169,Honey Brown,,American Brown Ale,3749
72170,PseudoSue,5.1,American Pale Ale (APA),23222
72171,Flying Monkeys Super Collider Double IPA,12.4,American Double / Imperial IPA,10796
72172,Spooky Tooth Imperial Pumpkin,8.7,Pumpkin Ale,19544
72173,Red Rye,7,Rye Beer,24026
72174,Lazy Saison,7,Saison / Farmhouse Ale,23640
72175,Charlie Don't Surf ESB,6.1,Extra Special / Strong Bitter (ESB),2792
72176,Mike's Coffee Porter,8,English Porter,25936
72178,Heavy Seas - Bourbon Barrel Aged Siren Noire Imperial Chocolate Stout,,American Double / Imperial Stout,898
72179,Belgium White Peach,4.2,Witbier,7216
72180,Pinnacle Peak Inebriator Stout,10,Russian Imperial Stout,1597
72181,Gordon Finest Copper,6.6,Belgian Strong Pale Ale,9534
72182,Pugnacious Pale Ale,4.5,American Pale Ale (APA),16304
72183,Java Porter,6.1,American Porter,17278
72184,Double Dry Hopped Glacier,,American Pale Ale (APA),701
72185,Hefeweizen,5.2,Hefeweizen,18915
72186,ESB (Extra Special Bitter),5.2,Extra Special / Strong Bitter (ESB),22459
72187,Summer Ale,5.6,American Blonde Ale,22459
72188,Hop Light,3.9,American Blonde Ale,22459
72189,Rye IPA,,Rye Beer,11241
72190,Elimination,7,American IPA,24026
72191,Double Elimination,10,American Double / Imperial IPA,24026
72192,The Fumigator,7,American Black Ale,24026
72193,El Diablo,6.5,Belgian Pale Ale,24026
72194,Colonel Fletcher's Reserve Imperial Stout,9.5,American Double / Imperial Stout,24026
72195,Sweetwater IPA Aged In Woodford Reserve Barrels,6.3,American IPA,273
72196,Sweetwater IPA Aged In Jack Daniels Barrels,6.3,American IPA,273
72197,Sweetwater IPA With Columbus Hops And Lemon Peel,6.3,American IPA,273
72198,Sweetwater IPA Aged In Jim Beam Barrels,6.3,American IPA,273
72199,Sweetwater IPA With Cascade Hops And Peppercorns,6.3,American IPA,273
72200,Apparition Ale Cask With Fuggles Hops,4.8,English Bitter,850
72201,Formaggio Kitchen,,Witbier,261
72202,Equinox,,Belgian Dark Ale,21567
72203,Drake's Barrel Aged Imperial Stout With Brett,,American Wild Ale,3835
72204,The Dreadnought,7.4,Foreign / Export Stout,744
72206,S:t Eriks Rauköl,5.9,Rauchbier,13882
72207,French Pete Porter,,American Porter,818
72208,Mohawk Rye Lager,5.3,Vienna Lager,19573
72209,Tripoli Tripel,,Tripel,132
72210,Hopfen,6.2,American IPA,24764
72211,Domina Weiss,5,Hefeweizen,26648
72212,Bourbon Oaked Solidarity,3.8,English Dark Mild Ale,21651
72213,Y-iara Pilsen,5,Czech Pilsener,26648
72214,Tafelbully,4.8,Belgian Pale Ale,25960
72215,Mula IPA,7.5,American IPA,26648
72216,Kurupira Ale,5.7,American Brown Ale,26648
72217,Sa'Si Stout,4.6,American Stout,26648
72218,Bench Time IPA,6.3,American IPA,16503
72219,Farmhouse Pale Ale,6,Saison / Farmhouse Ale,26439
72220,Bleder Spurna De Drac,3.5,Fruit / Vegetable Beer,24955
72221,Pacena Black,5,Bock,2923
72222,4-4-2 Ale,4,English Bitter,138
72223,La Sultane,,Fruit / Vegetable Beer,2428
72224,5' O'Clock Blonde Ale,5,American Blonde Ale,25958
72225,Ryeteous Rye IPA,7,American IPA,25958
72226,Una Mas Roasted Pepper Mexican Amber,6.5,Chile Beer,25958
72227,Tank Monkey,8.6,American Double / Imperial IPA,1177
72228,Another Thrill Imperial Porter,10,American Porter,25958
72229,Raspberry Macaroon,,Fruit / Vegetable Beer,1177
72230,Hookah Smoked Rye IPA,7,Smoked Beer,25958
72231,Bouregard Blueberry,,Fruit / Vegetable Beer,23
72232,Meatball Ale,4.8,American Dark Wheat Ale,10607
72233,Poison Fish,,Herbed / Spiced Beer,23
72234,Mistura Clássica Strong Dark Ale,7,Belgian Strong Dark Ale,20990
72235,Max Gran Cru,8.5,Belgian Strong Pale Ale,1033
72236,Schneider Lager,5,American Adjunct Lager,5014
72237,Max Dry,6.5,Japanese Rice Lager,1033
72238,Blue Skies In Brugge,4.5,Fruit / Vegetable Beer,1548
72239,Beuargarde Blueberry Blond,5.3,American Blonde Ale,4928
72241,Millstream Dark Night,8.5,Belgian Strong Dark Ale,107
72242,Big Chair IPA,6,American IPA,26647
72243,15th Anniversary Triple IPA,,American Double / Imperial IPA,4555
72244,1814 ESB,6,Extra Special / Strong Bitter (ESB),26647
72245,Cornerstone Copper Ale,5,American Amber / Red Ale,26647
72246,Cerveza Nacional De La Capital,6.5,Vienna Lager,26647
72247,Flemish Sour,,Flanders Red Ale,4555
72248,Calavera Dubbel,,Dubbel,24371
72250,Summer Wheat,5.2,Hefeweizen,25257
72251,James Squire 150 Lashes,4.7,English Pale Ale,494
72252,Buzz,,Hefeweizen,1790
72253,Nelson Sauvin Golden Ale,,English Bitter,1550
72254,Type O Blood Orange Ale,,American IPA,700
72255,Bergenbier Fara Alcool,,Low Alcohol Beer,1704
72256,BeakTweaker Citrus IPA,,American IPA,19765
72257,Constellation IPA,,American IPA,19764
72258,Velouria,5.8,Fruit / Vegetable Beer,22243
72259,Shadow Planet,8.8,English Strong Ale,22243
72260,Dry-hopped PaleTail,5.5,American Pale Ale (APA),18823
72261,Schwarzfahren,5.2,Schwarzbier,22243
72262,Zarzamora Wit,,Witbier,18823
72263,Heavy Nettle,9,American Double / Imperial IPA,21363
72264,Seven Gates Of Hops - Gate 4,5.8,American Pale Ale (APA),16589
72265,Black Turtle IPA,,American IPA,19528
72266,Winter Hopfen,5.2,Dortmunder / Export Lager,4884
72267,Twenty Pounder,9,American Double / Imperial IPA,18858
72268,"Bestway IPA, IPA Aged On Oak",5.5,American IPA,7753
72269,Galactic Double Daisy Cutter,8,American Double / Imperial IPA,18006
72270,Gonzie,4,American Pale Ale (APA),17980
72271,Hummocky Lick Sumac Sensation,5,Fruit / Vegetable Beer,21363
72272,Nine Pin Brown Ale,6,American Brown Ale,45
72273,Mexican Cerveza,4.8,American Pale Lager,3925
72274,Oatmeal Stout,5.7,American Stout,3925
72275,Belgian Cowboy Saison,7,Saison / Farmhouse Ale,15834
72276,Fusion Hopped Pilsner,5,German Pilsener,14598
72277,Rhubarbarella,5.5,Fruit / Vegetable Beer,700
72278,Sextacula,7.1,American Strong Ale,700
72279,2nd Anniversary,9,American Black Ale,17281
72280,Belgian IPA,,Belgian IPA,13236
72281,Gluten Free NW Pale Ale #27,6.2,American Pale Ale (APA),63
72282,Shingle Hop,,American Pale Ale (APA),701
72283,Weihenstephaner Alkoholfrei Original,0.4,Low Alcohol Beer,252
72284,Bourbon Barrel Scotch Ale,,Scotch Ale / Wee Heavy,4426
72285,Vern,12,American Barleywine,18149
72286,Honey Heather,4.5,American Blonde Ale,10485
72287,Caribbean Coffee Stout,5.5,Foreign / Export Stout,2641
72288,Gordon Biersch Gose,4,Gose,1551
72289,Kolsch,5.2,Kölsch,2253
72290,Chickoree Red,,American Amber / Red Ale,10485
72291,Stiegl Weisse Naturtrüb,5.1,Hefeweizen,817
72292,Dark Arts,6,English Stout,26623
72293,Black Lager,4.8,Schwarzbier,17087
72294,Hylder Blonde,4.2,American Blonde Ale,7898
72295,Paul Shankster Collaboration,,American Porter,22610
72296,Mare Undarum,5.9,Belgian IPA,22928
72297,Espresso Brown,5.7,English Brown Ale,8264
72298,Citra Pale Ale,5.5,American Pale Ale (APA),8264
72299,BeRazzled,5,American Wild Ale,16866
72300,Helles Yeah,,Munich Helles Lager,25898
72301,Head High IPA,6,American IPA,25898
72302,Shaka Oatmeal Stout,6.2,Oatmeal Stout,25898
72303,Rosie's Strawberry Wheat Ale,6,Fruit / Vegetable Beer,4317
72304,Willimantic Whirlwind IPA,6.3,American IPA,477
72305,(904) WEISSGUY,4.5,Hefeweizen,23108
72307,Dry Hopped Double IPA,,American Double / Imperial IPA,23672
72308,Carmen With Raisins,7,American Wild Ale,16866
72309,Kanalöl,4.5,Irish Red Ale,17975
